,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
572,LP002855,Male,1.0,2,1,0.0,16666,0.0,275.0,360.0,1.0,Urban,1
573,LP002862,Male,1.0,2,0,0.0,6125,1625.0,187.0,480.0,1.0,Semiurban,0
574,LP002863,Male,1.0,3+,1,0.0,6406,0.0,150.0,360.0,1.0,Semiurban,0
575,LP002868,Male,1.0,2,1,0.0,3159,461.0,108.0,84.0,1.0,Urban,1
576,LP002872,Male,1.0,0,1,0.0,3087,2210.0,136.0,360.0,0.0,Semiurban,0
577,LP002874,Male,0.0,0,1,0.0,3229,2739.0,110.0,360.0,1.0,Urban,1
578,LP002877,Male,1.0,1,1,0.0,1782,2232.0,107.0,360.0,1.0,Rural,1
579,LP002888,Male,0.0,0,1,0.0,3182,2917.0,161.0,360.0,1.0,Urban,1
580,LP002892,Male,1.0,2,1,0.0,6540,0.0,205.0,360.0,1.0,Semiurban,1
581,LP002893,Male,0.0,0,1,0.0,1836,33837.0,90.0,360.0,1.0,Urban,0
582,LP002894,Female,1.0,0,1,0.0,3166,0.0,36.0,360.0,1.0,Semiurban,1
583,LP002898,Male,1.0,1,1,0.0,1880,0.0,61.0,360.0,1.0,Rural,0
584,LP002911,Male,1.0,1,1,0.0,2787,1917.0,146.0,360.0,0.0,Rural,0
585,LP002912,Male,1.0,1,1,0.0,4283,3000.0,172.0,84.0,1.0,Rural,0
586,LP002916,Male,1.0,0,1,0.0,2297,1522.0,104.0,360.0,1.0,Urban,1
587,LP002917,Female,0.0,0,0,0.0,2165,0.0,70.0,360.0,1.0,Semiurban,1
588,LP002925,Male,0.0,0,1,0.0,4750,0.0,94.0,360.0,1.0,Semiurban,1
589,LP002926,Male,1.0,2,1,1.0,2726,0.0,106.0,360.0,0.0,Semiurban,0
590,LP002928,Male,1.0,0,1,0.0,3000,3416.0,56.0,180.0,1.0,Semiurban,1
591,LP002931,Male,1.0,2,1,1.0,6000,0.0,205.0,240.0,1.0,Semiurban,0
592,LP002933,Male,0.0,3+,1,1.0,9357,0.0,292.0,360.0,1.0,Semiurban,1
593,LP002936,Male,1.0,0,1,0.0,3859,3300.0,142.0,180.0,1.0,Rural,1
594,LP002938,Male,1.0,0,1,1.0,16120,0.0,260.0,360.0,1.0,Urban,1
595,LP002940,Male,0.0,0,0,0.0,3833,0.0,110.0,360.0,1.0,Rural,1
596,LP002941,Male,1.0,2,0,1.0,6383,1000.0,187.0,360.0,1.0,Rural,0
597,LP002943,Male,0.0,0,1,0.0,2987,0.0,88.0,360.0,0.0,Semiurban,0
598,LP002945,Male,1.0,0,1,1.0,9963,0.0,180.0,360.0,1.0,Rural,1
599,LP002948,Male,1.0,2,1,0.0,5780,0.0,192.0,360.0,1.0,Urban,1
600,LP002949,Female,0.0,3+,1,0.0,416,41667.0,350.0,180.0,1.0,Urban,0
601,LP002950,Male,1.0,0,0,0.0,2894,2792.0,155.0,360.0,1.0,Rural,1
602,LP002953,Male,1.0,3+,1,0.0,5703,0.0,128.0,360.0,1.0,Urban,1
603,LP002958,Male,0.0,0,1,0.0,3676,4301.0,172.0,360.0,1.0,Rural,1
604,LP002959,Female,1.0,1,1,0.0,12000,0.0,496.0,360.0,1.0,Semiurban,1
605,LP002960,Male,1.0,0,0,0.0,2400,3800.0,128.0,180.0,1.0,Urban,0
606,LP002961,Male,1.0,1,1,0.0,3400,2500.0,173.0,360.0,1.0,Semiurban,1
607,LP002964,Male,1.0,2,0,0.0,3987,1411.0,157.0,360.0,1.0,Rural,1
608,LP002974,Male,1.0,0,1,0.0,3232,1950.0,108.0,360.0,1.0,Rural,1
609,LP002978,Female,0.0,0,1,0.0,2900,0.0,71.0,360.0,1.0,Rural,1
610,LP002979,Male,1.0,3+,1,0.0,4106,0.0,40.0,180.0,1.0,Rural,1
611,LP002983,Male,1.0,1,1,0.0,8072,240.0,253.0,360.0,1.0,Urban,1
612,LP002984,Male,1.0,2,1,0.0,7583,0.0,187.0,360.0,1.0,Urban,1
613,LP002990,Female,0.0,0,1,1.0,4583,0.0,133.0,360.0,0.0,Semiurban,0
